# T mu av_time av_div samples_div samples_multiple_eq samples_with_deaths av_m std_m nsamples
0.001 0.328 69.282000 0.000000 0 0 0 0.503035 0.000000 1000
0.001 0.330 74.104000 0.000000 0 0 0 0.501516 0.000000 1000
0.001 0.332 79.782000 0.000000 0 0 0 0.500005 0.000000 1000
0.001 0.334 86.578000 0.000000 0 0 0 0.498503 0.000000 1000
0.001 0.336 94.796000 0.000000 0 1 0 0.497011 0.000001 1000
0.001 0.338 105.017000 0.000000 0 2 0 0.495527 0.000002 1000
0.001 0.340 118.205000 0.000000 0 2 0 0.494053 0.000002 1000
0.001 0.342 135.812000 0.000000 0 3 0 0.492586 0.000003 1000
0.001 0.344 160.751000 0.000000 0 4 1 0.491129 0.000003 1000
0.001 0.346 198.838000 0.000000 0 37 1 0.489678 0.000011 1000
0.001 0.348 265.252000 0.000000 0 401 1 0.488222 0.000029 1000
0.001 0.350 432.602000 0.000000 0 553 16 0.486776 0.000105 1000
0.001 0.352 1430.533000 6.875000 16 771 353 0.484926 0.000625 1000
0.001 0.354 814.249000 2.973000 6 996 990 0.482908 0.000225 1000
0.001 0.356 454.100000 0.000000 0 1000 1000 0.481911 0.000237 1000
0.001 0.358 384.670000 0.000000 0 1000 1000 0.480999 0.000285 1000
0.001 0.360 374.470000 0.000000 0 1000 1000 0.480153 0.000329 1000
0.001 0.362 350.115000 0.000000 0 1000 1000 0.479376 0.000379 1000
0.002 0.326 68.416000 0.000000 0 2 0 0.503570 0.000004 1000
0.002 0.328 73.232000 0.000000 0 6 0 0.502040 0.000010 1000
0.002 0.330 79.074000 0.000000 0 9 0 0.500520 0.000016 1000
0.002 0.332 85.955000 0.000000 0 13 0 0.499009 0.000019 1000
0.002 0.334 95.006000 0.000000 0 39 0 0.497504 0.000031 1000
0.002 0.336 104.744000 0.000000 0 696 0 0.495951 0.000083 1000
0.002 0.338 120.913000 0.000000 0 833 1 0.494445 0.000106 1000
0.002 0.340 137.845000 0.000000 0 962 5 0.492899 0.000169 1000
0.002 0.342 162.382000 0.000000 0 1000 12 0.491354 0.000358 1000
0.002 0.344 228.577000 0.000000 0 1000 151 0.489515 0.001164 1000
0.002 0.346 350.895000 0.000000 0 1000 533 0.486465 0.002218 1000
0.002 0.348 375.036000 0.000000 0 1000 854 0.483415 0.001633 1000
0.002 0.350 321.743000 0.000000 0 1000 994 0.481635 0.000495 1000
0.002 0.352 283.275000 0.000000 0 1000 999 0.480615 0.000395 1000
0.002 0.354 265.987000 0.000000 0 1000 1000 0.479701 0.000406 1000
0.002 0.356 252.762000 0.000000 0 1000 1000 0.478845 0.000423 1000
0.002 0.358 240.934000 0.000000 0 1000 1000 0.478047 0.000457 1000
0.002 0.360 229.752000 0.000000 0 1000 1000 0.477169 0.000495 1000
0.003 0.264 25.910000 0.000000 0 0 0 0.555049 0.000000 1000
0.003 0.266 26.349000 0.000000 0 0 0 0.553187 0.000000 1000
0.003 0.268 26.862000 0.000000 0 0 0 0.551338 0.000000 1000
0.003 0.270 27.364000 0.000000 0 0 0 0.549500 0.000000 1000
0.003 0.272 27.928000 0.000000 0 0 0 0.547675 0.000000 1000
0.003 0.274 28.510000 0.000000 0 0 0 0.545862 0.000000 1000
0.003 0.276 29.096000 0.000000 0 0 0 0.544060 0.000000 1000
0.003 0.278 29.746000 0.000000 0 0 0 0.542271 0.000000 1000
0.003 0.280 30.413000 0.000000 0 0 0 0.540493 0.000000 1000
0.003 0.282 31.113000 0.000000 0 0 0 0.538727 0.000000 1000
0.003 0.284 31.853000 0.000000 0 0 0 0.536972 0.000000 1000
0.003 0.286 32.651000 0.000000 0 0 0 0.535228 0.000000 1000
0.003 0.288 33.474000 0.000000 0 0 0 0.533496 0.000000 1000
0.003 0.290 34.375000 0.000000 0 0 0 0.531775 0.000000 1000
0.003 0.292 35.318000 0.000000 0 0 0 0.530065 0.000000 1000
0.003 0.294 36.325000 0.000000 0 0 0 0.528365 0.000000 1000
0.003 0.296 37.394000 0.000000 0 0 0 0.526677 0.000000 1000
0.003 0.298 38.529000 0.000000 0 0 0 0.524999 0.000000 1000
0.003 0.300 39.785000 0.000000 0 0 0 0.523332 0.000000 1000
0.003 0.302 41.124000 0.000000 0 0 0 0.521675 0.000000 1000
0.003 0.304 42.590000 0.000000 0 1 0 0.520029 0.000005 1000
0.003 0.306 44.186000 0.000000 0 1 0 0.518393 0.000005 1000
0.003 0.308 45.918000 0.000000 0 1 0 0.516767 0.000005 1000
0.003 0.310 47.849000 0.000000 0 3 0 0.515151 0.000009 1000
0.003 0.312 49.968000 0.000000 0 5 0 0.513546 0.000009 1000
0.003 0.314 52.390000 0.000000 0 7 0 0.511949 0.000021 1000
0.003 0.316 55.132000 0.000000 0 8 0 0.510362 0.000022 1000
0.003 0.318 58.382000 0.000000 0 12 0 0.508785 0.000028 1000
0.003 0.320 62.393000 0.000000 0 21 0 0.507217 0.000042 1000
0.003 0.322 68.068000 0.000000 0 61 0 0.505647 0.000086 1000
0.003 0.324 75.869000 0.000000 0 840 0 0.503994 0.000146 1000
0.003 0.326 88.966000 0.000000 0 935 0 0.502399 0.000220 1000
0.003 0.328 97.700000 0.000000 0 997 0 0.500725 0.000342 1000
0.003 0.330 99.547000 0.000000 0 1000 0 0.498928 0.000540 1000
0.003 0.332 126.166000 0.000000 0 1000 0 0.496945 0.001150 1000
0.003 0.334 214.036000 0.000000 0 1000 0 0.493840 0.003120 1000
0.003 0.336 300.101000 0.000000 0 1000 697 0.488993 0.004127 1000
0.003 0.338 313.354000 0.000000 0 1000 934 0.484673 0.002552 1000
0.003 0.340 270.831000 0.000000 0 1000 998 0.482612 0.000900 1000
0.003 0.342 243.966000 0.000000 0 1000 1000 0.481382 0.000523 1000
0.003 0.344 226.096000 0.000000 0 1000 1000 0.480319 0.000479 1000
0.003 0.346 213.070000 0.000000 0 1000 1000 0.479345 0.000482 1000
0.003 0.348 200.496000 0.000000 0 1000 1000 0.478435 0.000513 1000
0.003 0.350 199.481000 0.000000 0 1000 1000 0.477597 0.000539 1000
0.003 0.352 182.698000 0.000000 0 1000 1000 0.476817 0.000574 1000
0.003 0.354 180.904000 0.000000 0 1000 1000 0.476070 0.000603 1000
0.003 0.356 166.042000 0.000000 0 1000 1000 0.475362 0.000636 1000
0.003 0.358 160.125000 0.000000 0 1000 1000 0.474692 0.000665 1000
0.004 0.264 26.179000 0.000000 0 0 0 0.554059 0.000000 1000
0.004 0.266 26.746000 0.000000 0 0 0 0.552197 0.000000 1000
0.004 0.268 27.220000 0.000000 0 0 0 0.550348 0.000000 1000
0.004 0.270 27.807000 0.000000 0 0 0 0.548510 0.000000 1000
0.004 0.272 28.374000 0.000000 0 0 0 0.546685 0.000000 1000
0.004 0.274 28.980000 0.000000 0 0 0 0.544872 0.000000 1000
0.004 0.276 29.640000 0.000000 0 0 0 0.543071 0.000000 1000
0.004 0.278 30.297000 0.000000 0 0 0 0.541281 0.000000 1000
0.004 0.280 31.020000 0.000000 0 0 0 0.539504 0.000000 1000
0.004 0.282 31.757000 0.000000 0 0 0 0.537737 0.000000 1000
0.004 0.284 32.554000 0.000000 0 0 0 0.535983 0.000000 1000
0.004 0.286 33.426000 0.000000 0 0 0 0.534239 0.000000 1000
0.004 0.288 34.350000 0.000000 0 0 0 0.532507 0.000000 1000
0.004 0.290 35.314000 0.000000 0 1 0 0.530786 0.000006 1000
0.004 0.292 36.358000 0.000000 0 1 0 0.529076 0.000006 1000
0.004 0.294 37.499000 0.000000 0 1 0 0.527377 0.000006 1000
0.004 0.296 38.756000 0.000000 0 3 0 0.525687 0.000012 1000
0.004 0.298 40.111000 0.000000 0 5 0 0.524010 0.000012 1000
0.004 0.300 41.625000 0.000000 0 7 0 0.522343 0.000021 1000
0.004 0.302 43.357000 0.000000 0 8 0 0.520685 0.000028 1000
0.004 0.304 45.378000 0.000000 0 10 0 0.519038 0.000031 1000
0.004 0.306 47.809000 0.000000 0 14 0 0.517401 0.000037 1000
0.004 0.308 51.109000 0.000000 0 22 0 0.515773 0.000051 1000
0.004 0.310 56.225000 0.000000 0 72 0 0.514135 0.000128 1000
0.004 0.312 70.961000 0.000000 0 350 0 0.512399 0.000294 1000
0.004 0.314 83.709000 0.000000 0 983 0 0.510635 0.000400 1000
0.004 0.316 86.945000 0.000000 0 1000 0 0.508697 0.000690 1000
0.004 0.318 94.478000 0.000000 0 1000 0 0.506420 0.001029 1000
0.004 0.320 134.634000 0.000000 0 1000 0 0.503680 0.002454 1000
0.004 0.322 230.183000 0.000000 0 1000 0 0.498888 0.005221 1000
0.004 0.324 309.308000 0.000000 0 1000 0 0.492278 0.005789 1000
0.004 0.326 298.246000 0.000000 0 1000 0 0.487001 0.003516 1000
0.004 0.328 258.022000 0.000000 0 1000 0 0.484432 0.001451 1000
0.004 0.330 235.047000 0.000000 0 1000 0 0.482877 0.000801 1000
0.004 0.332 213.584000 0.000000 0 1000 0 0.481632 0.000618 1000
0.004 0.334 194.857000 0.000000 0 1000 0 0.480514 0.000598 1000
0.004 0.336 187.159000 0.000000 0 1000 1000 0.479532 0.000561 1000
0.004 0.338 171.043000 0.000000 0 1000 1000 0.478619 0.000578 1000
0.004 0.340 170.276000 0.000000 0 1000 1000 0.477745 0.000585 1000
0.004 0.342 166.747000 0.000000 0 1000 1000 0.476936 0.000619 1000
0.004 0.344 152.694000 0.000000 0 1000 1000 0.476085 0.000637 1000
0.004 0.346 161.207000 0.000000 0 1000 1000 0.475309 0.000671 1000
0.004 0.348 143.725000 0.000000 0 1000 1000 0.474633 0.000714 1000
0.004 0.350 141.026000 0.000000 0 1000 1000 0.473976 0.000745 1000
0.004 0.352 133.366000 0.000000 0 1000 1000 0.473337 0.000775 1000
0.004 0.354 136.064000 0.000000 0 1000 1000 0.472650 0.000806 1000
0.004 0.356 119.444000 0.000000 0 1000 1000 0.472035 0.000837 1000
0.004 0.358 117.315000 0.000000 0 1000 1000 0.471342 0.000859 1000
0.005 0.262 26.137000 0.000000 0 0 0 0.554946 0.000000 1000
0.005 0.264 26.698000 0.000000 0 0 0 0.553072 0.000000 1000
0.005 0.266 27.199000 0.000000 0 0 0 0.551210 0.000000 1000
0.005 0.268 27.794000 0.000000 0 0 0 0.549360 0.000000 1000
0.005 0.270 28.370000 0.000000 0 0 0 0.547523 0.000000 1000
0.005 0.272 29.012000 0.000000 0 0 0 0.545698 0.000000 1000
0.005 0.274 29.687000 0.000000 0 0 0 0.543885 0.000000 1000
0.005 0.276 30.387000 0.000000 0 0 0 0.542084 0.000000 1000
0.005 0.278 31.177000 0.000000 0 1 0 0.540295 0.000007 1000
0.005 0.280 31.967000 0.000000 0 1 0 0.538517 0.000007 1000
0.005 0.282 32.872000 0.000000 0 2 0 0.536750 0.000013 1000
0.005 0.284 33.846000 0.000000 0 3 0 0.534996 0.000014 1000
0.005 0.286 34.924000 0.000000 0 4 0 0.533252 0.000014 1000
0.005 0.288 36.121000 0.000000 0 6 0 0.531520 0.000020 1000
0.005 0.290 37.540000 0.000000 0 10 0 0.529797 0.000037 1000
0.005 0.292 39.227000 0.000000 0 14 0 0.528085 0.000045 1000
0.005 0.294 41.427000 0.000000 0 17 0 0.526384 0.000059 1000
0.005 0.296 44.728000 0.000000 0 24 0 0.524693 0.000070 1000
0.005 0.298 50.107000 0.000000 0 94 0 0.522980 0.000174 1000
0.005 0.300 63.729000 0.000000 0 300 0 0.521154 0.000420 1000
0.005 0.302 97.188000 0.000000 0 998 0 0.519186 0.000646 1000
0.005 0.304 99.782000 0.000000 0 1000 0 0.516870 0.001195 1000
0.005 0.306 116.848000 0.000000 0 1000 0 0.513708 0.002112 1000
0.005 0.308 204.264000 0.000000 0 1000 0 0.508760 0.005540 1000
0.005 0.310 298.662000 0.000000 0 1000 0 0.500670 0.007935 1000
0.005 0.312 311.780000 0.000000 0 1000 0 0.492338 0.006194 1000
0.005 0.314 279.078000 0.000000 0 1000 0 0.487858 0.002827 1000
0.005 0.316 240.688000 0.000000 0 1000 0 0.485512 0.001198 1000
0.005 0.318 213.523000 0.000000 0 1000 0 0.484017 0.000881 1000
0.005 0.320 198.529000 0.000000 0 1000 0 0.482661 0.000779 1000
0.005 0.322 186.932000 0.000000 0 1000 0 0.481486 0.000673 1000
0.005 0.324 183.845000 0.000000 0 1000 0 0.480368 0.000636 1000
0.005 0.326 174.277000 0.000000 0 1000 0 0.479320 0.000629 1000
0.005 0.328 163.989000 0.000000 0 1000 0 0.478397 0.000621 1000
0.005 0.330 142.187000 0.000000 0 1000 0 0.477576 0.000614 1000
0.005 0.332 148.714000 0.000000 0 1000 0 0.476814 0.000629 1000
0.005 0.334 136.096000 0.000000 0 1000 0 0.476026 0.000681 1000
0.005 0.336 130.682000 0.000000 0 1000 1000 0.475252 0.000702 1000
0.005 0.338 110.669000 0.000000 0 1000 1000 0.474505 0.000726 1000
0.005 0.340 102.037000 0.000000 0 1000 1000 0.473822 0.000752 1000
0.005 0.342 94.616000 0.000000 0 1000 1000 0.473201 0.000785 1000
0.005 0.344 88.954000 0.000000 0 1000 1000 0.472591 0.000819 1000
0.005 0.346 80.387000 0.000000 0 1000 1000 0.471998 0.000836 1000
0.005 0.348 83.150000 0.000000 0 1000 1000 0.471431 0.000854 1000
0.005 0.350 77.443000 0.000000 0 1000 1000 0.470864 0.000869 1000
0.005 0.352 79.563000 0.000000 0 1000 1000 0.470334 0.000900 1000
0.005 0.354 93.832000 0.000000 0 1000 1000 0.469816 0.000934 1000
0.005 0.356 75.314000 0.000000 0 1000 1000 0.469242 0.000959 1000
0.006 0.240 22.038000 0.000000 0 0 0 0.575440 0.000000 1000
0.006 0.242 22.345000 0.000000 0 0 0 0.573420 0.000000 1000
0.006 0.244 22.814000 0.000000 0 0 0 0.571413 0.000000 1000
0.006 0.246 23.087000 0.000000 0 0 0 0.569420 0.000000 1000
0.006 0.248 23.495000 0.000000 0 0 0 0.567441 0.000000 1000
0.006 0.250 23.957000 0.000000 0 0 0 0.565476 0.000000 1000
0.006 0.252 24.303000 0.000000 0 0 0 0.563524 0.000000 1000
0.006 0.254 24.829000 0.000000 0 0 0 0.561585 0.000000 1000
0.006 0.256 25.223000 0.000000 0 0 0 0.559660 0.000000 1000
0.006 0.258 25.768000 0.000000 0 0 0 0.557747 0.000000 1000
0.006 0.260 26.252000 0.000000 0 0 0 0.555848 0.000000 1000
0.006 0.262 26.820000 0.000000 0 0 0 0.553961 0.000000 1000
0.006 0.264 27.389000 0.000000 0 0 0 0.552087 0.000000 1000
0.006 0.266 28.055000 0.000000 0 1 0 0.550225 0.000008 1000
0.006 0.268 28.704000 0.000000 0 1 0 0.548376 0.000008 1000
0.006 0.270 29.435000 0.000000 0 2 0 0.546538 0.000015 1000
0.006 0.272 30.266000 0.000000 0 2 0 0.544713 0.000015 1000
0.006 0.274 31.168000 0.000000 0 3 0 0.542900 0.000016 1000
0.006 0.276 32.222000 0.000000 0 6 0 0.541099 0.000023 1000
0.006 0.278 33.479000 0.000000 0 8 0 0.539309 0.000030 1000
0.006 0.280 35.008000 0.000000 0 17 0 0.537527 0.000062 1000
0.006 0.282 37.003000 0.000000 0 20 0 0.535759 0.000074 1000
0.006 0.284 39.975000 0.000000 0 25 0 0.534001 0.000085 1000
0.006 0.286 45.880000 0.000000 0 50 0 0.532245 0.000124 1000
0.006 0.288 58.386000 0.000000 0 247 0 0.530347 0.000448 1000
0.006 0.290 121.043000 0.000000 0 894 0 0.527696 0.001173 1000
0.006 0.292 106.051000 0.000000 0 1000 0 0.525221 0.001975 1000
0.006 0.294 174.571000 0.000000 0 1000 0 0.520138 0.004828 1000
0.006 0.296 300.057000 0.000000 0 1000 0 0.509848 0.009849 1000
0.006 0.298 337.002000 0.000000 0 1000 0 0.498269 0.008854 1000
0.006 0.300 286.166000 0.000000 0 1000 0 0.491570 0.004638 1000
0.006 0.302 241.935000 0.000000 0 1000 0 0.488403 0.001998 1000
0.006 0.304 216.344000 0.000000 0 1000 0 0.486384 0.001218 1000
0.006 0.306 207.194000 0.000000 0 1000 0 0.484708 0.000975 1000
0.006 0.308 218.427000 0.000000 0 1000 0 0.483238 0.000827 1000
0.006 0.310 178.577000 0.000000 0 1000 0 0.482085 0.000704 1000
0.006 0.312 157.800000 0.000000 0 1000 0 0.481026 0.000659 1000
0.006 0.314 153.032000 0.000000 0 1000 0 0.480092 0.000600 1000
0.006 0.316 156.498000 0.000000 0 1000 0 0.479160 0.000600 1000
0.006 0.318 130.594000 0.000000 0 1000 0 0.478254 0.000632 1000
0.006 0.320 109.180000 0.000000 0 1000 0 0.477489 0.000636 1000
0.006 0.322 100.917000 0.000000 0 1000 0 0.476761 0.000665 1000
0.006 0.324 90.001000 0.000000 0 1000 0 0.476088 0.000697 1000
0.006 0.326 89.040000 0.000000 0 1000 0 0.475447 0.000707 1000
0.006 0.328 89.744000 0.000000 0 1000 0 0.474817 0.000715 1000
0.006 0.330 96.608000 0.000000 0 1000 0 0.474209 0.000735 1000
0.006 0.332 81.763000 0.000000 0 1000 0 0.473627 0.000765 1000
0.006 0.334 81.011000 0.000000 0 1000 0 0.473066 0.000788 1000
0.007 0.258 28.079000 0.000000 0 2 0 0.556764 0.000017 1000
0.007 0.260 36.093000 0.000000 0 2 0 0.554667 0.000017 1000
0.007 0.262 29.262000 0.000000 0 3 0 0.552637 0.000018 1000
0.007 0.264 29.714000 0.000000 0 3 0 0.550761 0.000018 1000
0.007 0.266 30.697000 0.000000 0 7 0 0.548896 0.000028 1000
0.007 0.268 32.147000 0.000000 0 15 0 0.547039 0.000059 1000
0.007 0.270 33.857000 0.000000 0 23 0 0.545195 0.000091 1000
0.007 0.272 36.591000 0.000000 0 27 0 0.543364 0.000099 1000
0.007 0.274 41.526000 0.000000 0 37 0 0.541542 0.000135 1000
0.007 0.276 54.690000 0.000000 0 231 0 0.539555 0.000489 1000
0.007 0.278 108.757000 0.000000 0 745 0 0.536792 0.001500 1000
0.007 0.280 122.396000 0.000000 0 1000 0 0.533392 0.003193 1000
0.007 0.282 277.628000 0.000000 0 1000 0 0.523157 0.010832 1000
0.007 0.284 363.741000 0.000000 0 1000 0 0.506316 0.012353 1000
0.007 0.286 310.950000 0.000000 0 1000 0 0.496125 0.007481 1000
0.007 0.288 272.236000 0.000000 0 1000 0 0.491284 0.003005 1000
0.007 0.290 244.476000 0.000000 0 1000 0 0.488609 0.001761 1000
0.007 0.292 225.856000 0.000000 0 1000 0 0.486746 0.001141 1000
0.007 0.294 177.924000 0.000000 0 1000 0 0.485282 0.000966 1000
0.007 0.296 171.972000 0.000000 0 1000 0 0.483974 0.000805 1000
0.007 0.298 157.582000 0.000000 0 1000 0 0.482850 0.000676 1000
0.007 0.300 147.187000 0.000000 0 1000 0 0.481802 0.000605 1000
0.007 0.302 122.239000 0.000000 0 1000 0 0.480909 0.000590 1000
0.007 0.304 105.659000 0.000000 0 1000 0 0.480096 0.000583 1000
0.007 0.306 104.059000 0.000000 0 1000 0 0.479308 0.000598 1000
0.007 0.308 95.722000 0.000000 0 1000 0 0.478581 0.000611 1000
0.007 0.310 87.741000 0.000000 0 1000 0 0.477908 0.000614 1000
0.007 0.312 85.943000 0.000000 0 1000 0 0.477263 0.000632 1000
0.007 0.314 97.869000 0.000000 0 1000 0 0.476648 0.000656 1000
0.007 0.316 206.495000 0.000000 0 1000 0 0.475853 0.000686 1000
0.007 0.318 88.817000 0.000000 0 1000 0 0.474866 0.000705 1000
0.007 0.320 76.065000 0.000000 0 1000 0 0.474199 0.000714 1000
0.007 0.322 68.131000 0.000000 0 1000 0 0.473598 0.000752 1000
0.007 0.324 66.269000 0.000000 0 1000 0 0.472953 0.000776 1000
0.007 0.326 66.248000 0.000000 0 1000 0 0.472373 0.000802 1000
0.007 0.328 71.704000 0.000000 0 1000 0 0.471777 0.000827 1000
0.007 0.330 74.194000 0.000000 0 1000 0 0.471166 0.000847 1000
0.007 0.332 77.721000 0.000000 0 1000 0 0.470542 0.000882 1000
0.007 0.334 70.745000 0.000000 0 1000 0 0.469947 0.000914 1000
0.007 0.336 296.315000 0.000000 0 1000 1000 0.469816 0.000966 1000
0.007 0.338 87.415000 0.000000 0 1000 1000 0.469688 0.000974 1000
0.007 0.340 80.208000 0.000000 0 1000 1000 0.469077 0.000985 1000
0.007 0.342 112.258000 0.000000 0 1000 1000 0.468852 0.001014 1000
0.007 0.344 87.038000 0.000000 0 1000 1000 0.467778 0.001068 1000
0.007 0.346 73.699000 0.000000 0 1000 1000 0.466960 0.001096 1000
0.007 0.348 77.153000 0.000000 0 1000 1000 0.466333 0.001105 1000
0.007 0.350 70.784000 0.000000 0 1000 1000 0.465784 0.001127 1000
0.007 0.352 61.410000 0.000000 0 1000 1000 0.465149 0.001158 1000
0.008 0.250 26.032000 0.000000 0 2 0 0.563074 0.000018 1000
0.008 0.252 26.842000 0.000000 0 4 0 0.561118 0.000025 1000
0.008 0.254 27.840000 0.000000 0 4 0 0.559175 0.000025 1000
0.008 0.256 29.077000 0.000000 0 9 0 0.557245 0.000042 1000
0.008 0.258 30.917000 0.000000 0 18 0 0.555322 0.000084 1000
0.008 0.260 33.185000 0.000000 0 28 0 0.553410 0.000113 1000
0.008 0.262 37.291000 0.000000 0 33 0 0.551517 0.000122 1000
0.008 0.264 48.152000 0.000000 0 69 0 0.549604 0.000256 1000
0.008 0.266 85.227000 0.000000 0 559 0 0.546775 0.001653 1000
0.008 0.268 187.678000 0.000000 0 1000 0 0.541882 0.006019 1000
0.008 0.270 373.343000 0.000000 0 1000 0 0.522871 0.016831 1000
0.008 0.272 363.762000 0.000000 0 1000 0 0.503019 0.012027 1000
0.008 0.274 306.374000 0.000000 0 1000 0 0.494861 0.005547 1000
0.008 0.276 263.185000 0.000000 0 1000 0 0.491064 0.001832 1000
0.008 0.278 228.659000 0.000000 0 1000 0 0.489100 0.001318 1000
0.008 0.280 186.820000 0.000000 0 1000 0 0.487399 0.001068 1000
0.008 0.282 177.198000 0.000000 0 1000 0 0.486049 0.000826 1000
0.008 0.284 161.179000 0.000000 0 1000 0 0.484851 0.000659 1000
0.008 0.286 135.151000 0.000000 0 1000 0 0.483909 0.000617 1000
0.008 0.288 118.924000 0.000000 0 1000 0 0.482965 0.000567 1000
0.008 0.290 102.009000 0.000000 0 1000 0 0.482108 0.000561 1000
0.008 0.292 98.700000 0.000000 0 1000 0 0.481322 0.000547 1000
0.008 0.294 110.364000 0.000000 0 1000 0 0.480553 0.000544 1000
0.008 0.296 95.627000 0.000000 0 1000 0 0.479866 0.000547 1000
0.008 0.298 161.598000 0.000000 0 1000 0 0.479143 0.000572 1000
0.008 0.300 101.661000 0.000000 0 1000 0 0.478205 0.000576 1000
0.008 0.302 76.931000 0.000000 0 1000 0 0.477470 0.000600 1000
0.008 0.304 70.296000 0.000000 0 1000 0 0.476852 0.000625 1000
0.008 0.306 73.215000 0.000000 0 1000 0 0.476211 0.000644 1000
0.008 0.308 74.865000 0.000000 0 1000 0 0.475588 0.000669 1000
0.008 0.310 73.208000 0.000000 0 1000 0 0.474979 0.000685 1000
0.008 0.312 74.266000 0.000000 0 1000 0 0.474353 0.000721 1000
0.008 0.314 76.329000 0.000000 0 1000 0 0.473736 0.000756 1000
0.008 0.316 66.446000 0.000000 0 1000 0 0.473115 0.000783 1000
0.008 0.318 70.863000 0.000000 0 1000 0 0.472497 0.000800 1000
0.008 0.320 87.024000 0.000000 0 1000 0 0.471954 0.000833 1000
0.008 0.322 98.090000 0.000000 0 1000 0 0.472090 0.000861 1000
0.008 0.324 70.061000 0.000000 0 1000 0 0.471510 0.000871 1000
0.008 0.326 162.068000 0.000000 0 1000 0 0.471242 0.000888 1000
0.008 0.328 236.986000 0.000000 0 1000 0 0.470228 0.000934 1000
0.008 0.330 113.718000 0.000000 0 1000 0 0.469606 0.000985 1000
0.008 0.332 106.818000 0.000000 0 1000 0 0.468668 0.001030 1000
0.008 0.334 66.328000 0.000000 0 1000 0 0.468066 0.001044 1000
0.008 0.336 64.686000 0.000000 0 1000 0 0.467497 0.001062 1000
0.008 0.338 63.699000 0.000000 0 1000 1000 0.466936 0.001098 1000
0.008 0.340 57.756000 0.000000 0 1000 1000 0.466441 0.001110 1000
0.008 0.342 74.426000 0.000000 0 1000 1000 0.465951 0.001115 1000
0.008 0.344 59.639000 0.000000 0 1000 1000 0.465435 0.001143 1000
0.009 0.236 23.431000 0.000000 0 0 0 0.576027 0.000000 1000
0.009 0.238 24.104000 0.000000 0 2 0 0.573970 0.000019 1000
0.009 0.240 24.766000 0.000000 0 2 0 0.571929 0.000020 1000
0.009 0.242 25.645000 0.000000 0 4 0 0.569900 0.000028 1000
0.009 0.244 26.721000 0.000000 0 4 0 0.567885 0.000028 1000
0.009 0.246 28.198000 0.000000 0 10 0 0.565882 0.000051 1000
0.009 0.248 30.615000 0.000000 0 22 0 0.563884 0.000104 1000
0.009 0.250 33.617000 0.000000 0 32 0 0.561901 0.000134 1000
0.009 0.252 40.509000 0.000000 0 46 0 0.559922 0.000242 1000
0.009 0.254 82.348000 0.000000 0 444 0 0.557238 0.001508 1000
0.009 0.256 267.139000 0.000000 0 988 0 0.549690 0.009710 1000
0.009 0.258 411.793000 0.000000 0 1000 0 0.522333 0.021712 1000
0.009 0.260 375.995000 0.000000 0 1000 0 0.501110 0.011725 1000
0.009 0.262 308.246000 0.000000 0 1000 0 0.494264 0.003283 1000
0.009 0.264 248.860000 0.000000 0 1000 0 0.491664 0.001431 1000
0.009 0.266 197.665000 0.000000 0 1000 0 0.489852 0.001144 1000
0.009 0.268 195.006000 0.000000 0 1000 0 0.488471 0.000876 1000
0.009 0.270 171.726000 0.000000 0 1000 0 0.487223 0.000695 1000
0.009 0.272 136.035000 0.000000 0 1000 0 0.486217 0.000589 1000
0.009 0.274 123.069000 0.000000 0 1000 0 0.485211 0.000532 1000
0.009 0.276 103.422000 0.000000 0 1000 0 0.484308 0.000505 1000
0.009 0.278 98.089000 0.000000 0 1000 0 0.483504 0.000489 1000
0.009 0.280 97.724000 0.000000 0 1000 0 0.482793 0.000476 1000
0.009 0.282 140.975000 0.000000 0 1000 0 0.482074 0.000481 1000
0.009 0.284 116.600000 0.000000 0 1000 0 0.481174 0.000488 1000
0.009 0.286 82.905000 0.000000 0 1000 0 0.480395 0.000516 1000
0.009 0.288 81.456000 0.000000 0 1000 0 0.479764 0.000529 1000
0.009 0.290 83.637000 0.000000 0 1000 0 0.479118 0.000537 1000
0.009 0.292 72.157000 0.000000 0 1000 0 0.478468 0.000553 1000
0.009 0.294 75.305000 0.000000 0 1000 0 0.477875 0.000580 1000
0.009 0.296 75.641000 0.000000 0 1000 0 0.477236 0.000610 1000
0.009 0.298 71.765000 0.000000 0 1000 0 0.476597 0.000637 1000
0.009 0.300 68.767000 0.000000 0 1000 0 0.475971 0.000669 1000
0.009 0.302 73.953000 0.000000 0 1000 0 0.475327 0.000689 1000
0.009 0.304 73.952000 0.000000 0 1000 0 0.474681 0.000707 1000
0.009 0.306 228.136000 0.000000 0 1000 0 0.474359 0.000755 1000
0.009 0.308 80.568000 0.000000 0 1000 0 0.474238 0.000749 1000
0.009 0.310 90.682000 0.000000 0 1000 0 0.473607 0.000774 1000
0.009 0.312 97.676000 0.000000 0 1000 0 0.473296 0.000804 1000
0.009 0.314 231.662000 0.000000 0 1000 0 0.472227 0.000864 1000
0.009 0.316 85.051000 0.000000 0 1000 0 0.471576 0.000910 1000
0.009 0.318 72.262000 0.000000 0 1000 0 0.471028 0.000941 1000
0.009 0.320 71.536000 0.000000 0 1000 0 0.470137 0.000961 1000
0.009 0.322 66.222000 0.000000 0 1000 0 0.469490 0.000983 1000
0.009 0.324 68.584000 0.000000 0 1000 0 0.468931 0.001013 1000
0.009 0.326 58.835000 0.000000 0 1000 0 0.468384 0.001039 1000
